SYMBOL,INTERVAL,DATA_DURATION,DATA_DURATION_UNITS,MIN_PRICE_RANGE_PCT,MAX_PRICE_RANGE_PCT,MIN_CANDLE_COUNT,MAX_CANDLE_COUNT,WINDOW_START_STRIDE,WINDOW_END_STRIDE,RESISTANCE_AREA_PCT,SUPPORT_AREA_PCT,MIN_HIT_RESISTANCE_COUNT,MIN_HIT_SUPPORT_COUNT,CONSIDER_PIN,MIN_ALTERNATION,MIN_LAST_CANDLE_RETURN_LIVE,LAST_CANDLE_MIN_PCT_ABOVE_SUPPORT_LIVE,NUM_CANDLES_PAUSE,PCT_CANDLES_PAUSE,MIN_BREAKOUT_PCT,USING_RATIO,MIN_OUTSIDE_CANDLE_COUNT,OUTSIDE_TO_INSIDE_CANDLE_RATIO,DESIRED_BINS,PEAK_TROUGH_LOOKUP_WIDTH,UNIQUE_HIT_VALUES,PRICE_RANGE_TOLERANCE,ABSOLUTE_NUM_CANDLES_DIFFERENCE,PCT_CANDLES_DIFFERENCE,NUM_CANDLES_DIFFERENCE,resistance_line,support_line,start_date,end_date,num_candles,price_range_pct,num_res_hits,num_sup_hits,num_res_breakouts,num_sup_breakouts,alternation,last_candle_return,last_candle_pct_above_support,resistance_hits,support_hits,breakout_type,concentration_score,customer_pre_sideway_bar_change,customer_post_sideway_bar_change,pre_sideway_5_bar_change,pre_sideway_10_bar_change,pre_sideway_22_bar_change,pre_sideway_44_bar_change,pre_sideway_132_bar_change,post_sideway_5_bar_change,post_sideway_10_bar_change,post_sideway_22_bar_change,post_sideway_44_bar_change,post_sideway_132_bar_change,concentration_score_scaled,alternation_score_scaled,max_alternation,sideway_score
APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,85.73366918162915,71.30792677304217,2011-07-21,2012-07-02,240.0,0.2023020870386686,4.0,10.0,1.0,3.0,3.0,-0.0137496093657816,0.1626325617985652,"['2012-01-19', '2012-02-16', '2012-03-16', '2012-03-27']","['2011-08-08', '2011-08-18', '2011-09-06', '2011-09-12', '2011-09-22', '2011-09-30', '2011-11-23', '2012-05-18', '2012-06-01', '2012-06-14']",BEARISH,4.04318626641432,-0.024337812644823657,0.008289430887571758,0.015648328532460544,-0.024337812644823657,0.04639180479679237,0.04375890849175614,0.08027632443823858,-0.06655487486784188,-0.13971283643754534,-0.21601510442684632,-0.20081758017808488,-0.0742060637095693,0.26560890457423675,0.0,8.0,0.07968267137227102
AAPL,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,44.877222999433805,38.74677649157556,2017-09-26,2018-03-12,115.0,0.1582182329203861,2.0,3.0,0.0,3.0,3.0,0.0096677716105636,1.0901691752849332,"['2018-01-16', '2018-02-26']","['2017-10-19', '2018-02-05', '2018-02-08']",BULLISH,4.002544196110932,-0.04799205017662005,-0.04925157873718155,-0.035217013093642904,-0.04799205017662005,-0.03848813159021448,0.0026187893289180016,0.08256745455559399,0.008750139370714942,0.018022688506178094,0.027883010901654542,0.13014240573333508,0.09951681829635829,0.2626355307468827,0.0,8.0,0.0787906592240648
CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,172.24925675292826,150.82834370578064,2023-02-01,2023-09-27,165.0,0.1420218012135251,2.0,6.0,1.0,0.0,3.0,0.0193086422851591,0.943547529270398,"['2023-04-13', '2023-04-24']","['2023-03-16', '2023-03-24', '2023-05-18', '2023-05-30', '2023-06-23', '2023-07-06']",BULLISH,3.9386120062643606,-0.03312077672343692,-0.058114988147763676,-0.043109231303148116,-0.03312077672343692,-0.03903099163299499,-0.039246467683594174,0.1540948649055549,-0.007936511470048438,-0.013713854430119937,-0.030287128985296764,-0.00863676308512839,-0.0420752024287262,0.2579582517944031,0.0,8.0,0.07738747553832094
NEE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,33.171873225010756,28.272721279203516,2016-04-22,2017-04-19,250.0,0.1732819383541582,2.0,2.0,0.0,0.0,3.0,-0.0033348676160715,0.9394031399118322,"['2016-07-06', '2017-03-15']","['2016-11-10', '2016-12-01']",BULLISH,3.9174213986283024,-0.02028931741051275,0.014144491333471959,-0.025461959090514963,-0.02028931741051275,-0.022214614266772223,-0.0027015037785948952,0.1303832956950363,0.027437952836956155,0.03538968311746507,0.047623180985448016,0.08178958765003466,0.09865432256791401,0.2564079469585412,0.0,8.0,0.07692238408756236
NEE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,80.78322814692297,69.7993571719499,2024-05-02,2024-09-10,90.0,0.1573634976023409,2.0,2.0,1.0,2.0,3.0,0.0136716415441991,1.138091107250881,"['2024-05-31', '2024-08-02']","['2024-06-18', '2024-06-28']",BULLISH,3.9118631134705772,0.07561312570478929,0.024179803037407393,0.029147935781255113,0.07561312570478929,0.0949427052257651,0.2475086100256108,0.3363741821113653,0.08322445147311588,0.10980399935418864,0.12055197146994223,0.047349342171094135,0.11793758789456077,0.25600130282133116,0.0,8.0,0.07680039084639935
BAC,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,32.54253385827796,29.485898996388293,2017-12-14,2018-02-27,50.0,0.1036642926255724,2.0,2.0,0.0,1.0,3.0,-0.0027759513563708,0.9304686242137916,"['2018-01-29', '2018-02-15']","['2018-02-05', '2018-02-09']",BULLISH,3.8842873326237832,0.019879285212130414,0.0009278929043567073,-0.0017373573042470847,0.019879285212130414,0.08825757414294119,0.12888010534259953,0.25076188076039857,0.03793944204508141,0.027497421793061767,0.09571876240224755,0.1113818591690227,-0.006613248511531128,0.2539838587190342,0.0,8.0,0.07619515761571025
HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,34.874104891932056,27.896343037635273,2009-03-25,2009-08-21,105.0,0.2501317769459246,3.0,3.0,0.0,1.0,3.0,0.0277306521065703,0.9644980759311302,"['2009-06-05', '2009-06-11', '2009-08-07']","['2009-04-21', '2009-04-28', '2009-07-07']",BULLISH,3.8749590973280195,0.08589646803854795,0.022852457911107713,0.02116401220284154,0.08589646803854795,0.04361934856324303,-0.10620560174094543,-0.36955574041912875,-0.02210709965063779,0.023143354829667843,0.04663210501677427,0.11226254414709669,0.25734027330599746,0.2533014050330684,0.0,8.0,0.07599042150992052
XOM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,102.22576018343705,83.06109734417228,2022-06-03,2022-10-18,95.0,0.2307297092386583,2.0,4.0,1.0,1.0,3.0,0.0017889117497749,0.9256048935670216,"['2022-06-07', '2022-08-29']","['2022-06-23', '2022-07-05', '2022-07-12', '2022-09-26']",BULLISH,3.8742194050865617,0.08722840686287231,0.11021825668643008,0.02535178977354814,0.08722840686287231,0.12359670704994447,0.1997820647974788,0.5696181634937043,0.013825843144755082,-0.13089104925467687,-0.13270758282847975,-0.10233121167016376,0.07064285254517966,0.25324728914933936,0.0,8.0,0.0759741867448018
HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,42.95326748456897,39.69084953387724,2005-10-21,2006-02-01,70.0,0.0821957198952661,4.0,2.0,2.0,1.0,3.0,-0.0078914846077668,0.1652608637237211,"['2005-11-14', '2005-11-18', '2005-11-23', '2006-01-11']","['2006-01-03', '2006-01-05']",BEARISH,3.8626437180152733,0.048941860480371316,0.03231417479127025,0.03228330339476277,0.048941860480371316,0.033898386009977695,-0.01783496222580268,0.09803380935176557,0.021941964650794062,0.04312733968891698,0.06885244482158474,0.048928084541000054,0.018158824168920368,0.25240041189346935,0.0,8.0,0.0757201235680408
JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,108.3074859794533,97.4625613369682,2014-07-14,2015-07-09,250.0,0.1112727235331906,2.0,4.0,3.0,1.0,3.0,0.0064437445478543,0.0864404520837579,"['2014-09-19', '2014-10-31']","['2014-10-14', '2015-02-12', '2015-06-08', '2015-06-15']",BEARISH,3.8580986919249893,0.003714633751631121,0.018292636122468984,-0.010237662766864126,0.003714633751631121,0.01993803295275204,0.044296833109590046,0.1576403237015612,-0.0390017149124403,-0.031030525036005646,-0.03454165386714674,-0.006263010532517573,-0.033023304405392515,0.25206789778873473,0.0,8.0,0.07562036933662042
PFE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,34.372724777323086,27.053303052637887,2015-07-10,2016-07-06,250.0,0.2705555661888578,2.0,3.0,0.0,0.0,3.0,0.0013962947439428,0.9521881833691416,"['2015-07-29', '2015-10-28']","['2015-08-24', '2016-02-04', '2016-03-16']",BULLISH,3.8223248777686054,0.009994171061613722,0.022866698845649083,0.02966738572011304,0.009994171061613722,0.010291124747229052,0.02322811068777581,0.09496492402137258,0.020663612923080884,-0.0029103202218166944,0.02211871452568193,-0.04045404786798654,-0.10681024995333963,0.24945068557677824,0.0,8.0,0.07483520567303346
PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,146.96050131906495,141.85374437011052,2021-03-30,2021-05-25,40.0,0.0360001561582359,4.0,3.0,2.0,1.0,3.0,0.0030436045293574,1.2622998795678115,"['2021-04-21', '2021-05-03', '2021-05-10', '2021-05-13']","['2021-03-31', '2021-04-08', '2021-04-28']",BULLISH,3.8103804452036276,0.06365195977126732,-0.014834773452259283,0.02208508836934802,0.06365195977126732,0.10333609871074514,0.005218548790192193,0.08420165788882986,0.006103622961663228,-0.0030166458259759327,0.011365304141165322,0.039848521131668244,0.08713353453583102,0.2485768309009169,0.0,8.0,0.07457304927027507
PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,67.00235108179837,60.72263917057027,2010-02-10,2010-10-05,165.0,0.103416320453206,3.0,2.0,0.0,1.0,3.0,0.0133093966366545,1.1206506070887463,"['2010-03-18', '2010-05-11', '2010-08-10']","['2010-02-25', '2010-06-25']",BULLISH,3.798379053534376,0.0014927873813435555,-0.03468120425079765,-0.014847443854117614,0.0014927873813435555,-0.006417630191059397,-0.059940870116780925,0.07437722861975905,0.03560777862120619,0.03179857792283483,0.09556145007772493,0.09754878222520423,0.070884440514763,0.2476988090970374,0.0,8.0,0.07430964272911121
BAC,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,29.325543459889055,22.7651970953596,2020-05-18,2020-12-24,155.0,0.2881743714780619,2.0,3.0,1.0,1.0,3.0,-0.0029950134733079,1.0967106901571513,"['2020-06-05', '2020-11-25']","['2020-06-26', '2020-07-07', '2020-09-24']",BULLISH,3.78325461504337,0.0,0.10380509697556632,0.015500459816311683,0.0,0.07049487504684891,0.12181994648039597,-0.30070144358192036,0.058874852311493565,0.08329698307858209,0.09201921422893707,0.06498036420792545,0.19450497274812267,0.2465923051904479,0.0,8.0,0.07397769155713436
PFE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,25.966423818568817,23.44809912920375,2006-12-05,2007-06-06,125.0,0.1073999506522294,2.0,2.0,2.0,0.0,3.0,-0.0179618619483681,0.7820113346302382,"['2007-01-18', '2007-04-19']","['2007-03-01', '2007-03-14']",BULLISH,3.770018816586081,-0.08243991872704778,-0.04031354184895364,-0.08243991872704778,-0.08243991872704778,-0.07006366596177796,-0.12636390905426087,0.05258690011908611,0.014101495876807459,0.055600306395433646,0.05439158823525124,0.06285253435953286,0.05801774271579847,0.24562397418705023,0.0,8.0,0.07368719225611507
AAPL,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,15.096156581168003,12.607533017591336,2011-07-05,2012-01-23,140.0,0.197391794263341,2.0,3.0,1.0,1.0,3.0,0.0169165267777874,1.0677025391674533,"['2011-09-20', '2011-10-14']","['2011-08-08', '2011-08-19', '2011-10-04']",BULLISH,3.755782401103969,0.10817579661503816,0.08553843531775122,0.0523732423357285,0.10817579661503816,0.00962152426621469,0.009096700318764441,0.07982073422522823,0.012363044857446827,0.07847069056402432,0.07995878602955528,0.0867413009498654,0.20925504747340157,0.24458243804300395,0.0,8.0,0.07337473141290118
LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,132.87907044816254,120.38018597924848,2014-06-11,2015-05-08,230.0,0.1038284196625902,4.0,5.0,3.0,1.0,3.0,0.0020700505667717,0.0511894213767005,"['2014-06-18', '2014-06-30', '2014-09-03', '2014-12-23']","['2014-10-10', '2015-01-29', '2015-03-20', '2015-04-14', '2015-04-29']",BEARISH,3.73930609275644,0.017746005923697145,0.00818051165613544,-0.0018835230019383594,0.017746005923697145,0.018293539680004092,0.03330464698595194,0.04926337308783986,-0.00098120190380121,-0.008227629627436981,-0.000528321766960459,-0.023097808403368312,-0.0452897989440245,0.24337703133891003,0.0,8.0,0.07301310940167301
COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,52.86858855213089,43.559569845623145,2006-04-25,2006-10-05,115.0,0.2137077739633168,3.0,2.0,1.0,0.0,3.0,0.0193730738940776,0.0605126077360477,"['2006-05-01', '2006-07-07', '2006-07-26']","['2006-06-13', '2006-09-20']",BEARISH,3.7358718549192593,0.02323838750212036,0.05615062885221858,-0.0338334703482777,0.02323838750212036,0.11665577754089153,0.08626452234081605,0.1179361757359469,0.01362636279758361,-0.01582420109135253,-0.08058608434607699,-0.08058608434607699,-0.11736270256097725,0.24312578250178743,0.0,8.0,0.07293773475053622
KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,54.99254771963111,47.90226587949291,2020-08-20,2021-06-07,200.0,0.1480155836046487,3.0,4.0,2.0,1.0,3.0,-0.00355620122636,1.1477308264343715,"['2020-12-31', '2021-04-21', '2021-05-03']","['2020-09-23', '2020-10-28', '2021-01-19', '2021-01-25']",BULLISH,3.718054541536177,-0.0027380174677464047,-0.02997859167968524,-0.02128984231612517,-0.0027380174677464047,0.003177917558412753,0.007661136045867938,-0.20299615223473777,0.01858502843661536,0.06610350937658258,0.04878566943467876,0.07032739046179026,0.05807814337107104,0.2418222678704817,0.0,8.0,0.0725466803611445
APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,95.3512615172178,73.9954884521203,2007-06-06,2008-06-02,250.0,0.2886091234996851,4.0,3.0,1.0,1.0,3.0,-0.014913653007059,0.8841393788046676,"['2007-12-06', '2007-12-26', '2008-04-18', '2008-05-14']","['2007-06-21', '2007-08-16', '2008-01-22']",BULLISH,3.7159380615069075,-0.0042162032527555526,0.023904327161218937,-0.007892116439582151,-0.0042162032527555526,0.011419715231145927,0.05267426507961491,0.08976504436769547,0.03695150164349645,0.04362326233966214,0.0492687041303225,0.1634590894088947,0.3052347978297786,0.24166742619341725,0.0,8.0,0.07250022785802517
NVDA,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,2.9864645556135967,2.5219232447306243,2016-12-16,2017-03-01,50.0,0.1842012090786655,2.0,2.0,0.0,2.0,3.0,0.0129089989999952,0.1029549465694852,"['2016-12-28', '2017-02-07']","['2017-01-03', '2017-01-12']",BEARISH,3.707560394186493,0.1352176442142592,-0.00233487374137307,0.09355262372085656,0.1352176442142592,0.16498432063903146,0.5215942417089658,1.1733767564792572,0.09331732763769153,0.01593465208412165,0.035852967189273714,0.10307736377492793,0.511303618890444,0.24105451605968514,0.0,8.0,0.07231635481790553
AAPL,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,2.563851949012533,2.0402730994239087,2006-02-06,2006-06-21,95.0,0.2566219442566106,3.0,2.0,1.0,0.0,3.0,0.0067863045863833,0.0499558000894347,"['2006-02-22', '2006-04-06', '2006-04-28']","['2006-03-29', '2006-06-08']",BEARISH,3.699792957197851,-0.13351394818707002,-0.0361216863840364,-0.10266671924168078,-0.13351394818707002,-0.10230779388774015,-0.060056118935968565,0.5365290620111808,-0.0384843949301415,0.026449050703445495,-0.050074162010937666,0.020356884280976664,-0.012629909990837497,0.24048625037648433,0.0,8.0,0.07214587511294529
DUK,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,88.26118029895197,83.2621412344561,2017-05-10,2017-11-03,125.0,0.060039761053216,2.0,2.0,0.0,2.0,3.0,-0.0004516815337633,1.051773218967741,"['2017-09-08', '2017-10-20']","['2017-07-03', '2017-09-28']",BULLISH,3.6858668465899935,-0.0014527254165155336,0.0,0.0053632671440276974,-0.0014527254165155336,0.002674461645877201,0.026892475975053627,0.04776425403867498,0.0036371897448287684,0.02679436220327063,0.03806982616210668,0.010790486826206229,0.09820560310925547,0.23946741613676326,0.0,8.0,0.07184022484102898
LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,70.57539596589939,53.80432631822758,2008-11-24,2009-04-13,95.0,0.3117048534067451,3.0,3.0,0.0,2.0,3.0,0.0040398036237148,0.9412440799120072,"['2009-02-06', '2009-03-26', '2009-04-02']","['2008-12-01', '2008-12-12', '2009-03-02']",BULLISH,3.6834429844515806,-0.11195448518568629,0.03491881639678555,-0.0295489738385064,-0.11195448518568629,-0.01178958229905346,-0.2980877596804675,-0.4052107505136227,-0.017450134346492296,0.014066967907296878,0.001068400524466535,0.12339744166675101,0.35078349032166606,0.23929008638486648,0.0,8.0,0.07178702591545995
META,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,134.44160683610744,113.52267691435738,2016-04-29,2017-02-21,205.0,0.1842709359076469,2.0,3.0,0.0,1.0,3.0,0.001422919517286,0.9655046592677744,"['2016-10-24', '2017-02-01']","['2016-06-13', '2016-11-14', '2016-12-01']",BULLISH,3.6732330799291266,0.07241884791688429,0.026772373604349142,0.06349497492291911,0.07241884791688429,0.02510902318604297,0.08951078415500821,0.21216496733046056,0.016244225233634797,0.018965773880011243,0.010205791202201395,-0.028831428277398503,0.026960351416732857,0.23854312977905798,0.0,8.0,0.07156293893371739
PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,59.80582839271226,54.82945428651291,2005-08-19,2006-02-09,120.0,0.090760963627235,2.0,3.0,0.0,1.0,3.0,0.0025222416025345,0.962657658596046,"['2005-10-03', '2005-12-14']","['2005-09-14', '2005-10-18', '2005-11-02']",BULLISH,3.666889606340591,0.008133132233205637,0.0315330610834649,0.018487426565295687,0.008133132233205637,-0.008724091934619335,0.002205122209109346,0.05656726160524859,0.007700736375047264,0.026586005474866854,0.024935837688341057,0.004950503359577387,0.10212687204481619,0.23807904125694615,0.0,8.0,0.07142371237708384
AMZN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,80.32528609526331,67.14719376493406,2018-01-18,2018-06-04,95.0,0.1962567844080355,3.0,3.0,2.0,1.0,3.0,0.014455850842866,1.222961733004421,"['2018-03-12', '2018-04-27', '2018-05-07']","['2018-02-05', '2018-02-08', '2018-04-02']",BULLISH,3.621658401641636,0.07400766234004849,0.03514148010819248,0.0310843407790178,0.07400766234004849,0.10139149742181619,0.1453722729274228,0.3009565963413933,0.06543622141926606,0.07475334188620869,0.13533391490368812,0.19453811523540504,0.40512018661848614,0.23476992636128208,0.0,8.0,0.07043097790838462
CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,166.36479663522567,141.79690632572212,2023-10-13,2024-09-05,225.0,0.1732611165230119,3.0,3.0,1.0,0.0,3.0,-0.0080243161094224,-0.0352864506890737,"['2023-10-16', '2024-04-25', '2024-05-09']","['2023-11-08', '2024-01-17', '2024-08-07']",BEARISH,3.5562279733937427,-0.0270430416951717,0.028808720842859476,0.011280292666271943,-0.0270430416951717,-0.012876049512292553,-0.0005482567239532042,-0.034259519407440195,0.016884093098146213,-0.1201389232499454,-0.11587221010439519,-0.08966226791405672,-0.0029866526981996377,0.22998303628869055,0.0,8.0,0.06899491088660716
APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,72.85744067925023,67.37427796505943,2007-01-24,2007-06-08,95.0,0.0813836211652522,4.0,3.0,0.0,1.0,3.0,0.0272962511572198,1.1098493561814435,"['2007-02-26', '2007-04-26', '2007-05-09', '2007-05-17']","['2007-03-01', '2007-03-13', '2007-03-29']",BULLISH,3.504620501113154,0.07003329679435341,0.03576375928258118,0.04023069448259988,0.07003329679435341,0.024522059558666,0.05236948618860916,0.19370462320976536,0.009601082430369345,0.01555101444946846,0.05977010622552484,0.0005409029108271922,0.1817443817752969,0.22620743366240867,0.0,8.0,0.0678622300987226
NEE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,86.61833016191056,77.16270702119212,2021-07-13,2021-11-16,90.0,0.1225413610505076,3.0,2.0,0.0,2.0,3.0,-0.0041217425698569,1.0382495357144226,"['2021-08-20', '2021-09-02', '2021-10-26']","['2021-09-28', '2021-10-12']",BULLISH,3.485395592219806,-0.003858960873440276,0.009887249341988869,-0.003593726246996808,-0.003858960873440276,0.018364827028834046,0.0008021063655871074,-0.029682448091192772,0.030857567990379177,0.04007480597836334,0.10873629873471904,0.1306438511829842,0.10325935966490182,0.22480093934482015,0.0,8.0,0.06744028180344604
CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,122.36623194796152,115.81381084524286,2019-10-15,2020-01-16,65.0,0.0565771996871288,3.0,4.0,0.0,1.0,3.0,0.0065444084578079,0.1642428848107854,"['2019-11-05', '2019-11-12', '2020-01-03']","['2019-10-30', '2019-11-19', '2019-12-03', '2019-12-11']",BEARISH,3.4557472366028814,0.002585944460297456,-0.0834117550766575,0.04117803698702647,0.002585944460297456,-0.04271606947659453,-0.04967727642270836,-0.08185982571519088,0.012810639879976014,0.01564783537982042,0.048577092635846524,0.01968877107381668,-0.25191295707493044,0.2226318656741784,0.0,8.0,0.06678955970225352
NVDA,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,0.521420108382975,0.2945445866336494,2005-11-10,2006-10-10,230.0,0.7702586706558971,3.0,3.0,0.0,1.0,3.0,-0.0227824669028761,1.06500003644915,"['2006-04-05', '2006-05-01', '2006-09-18']","['2005-11-29', '2005-12-30', '2006-07-11']",BULLISH,3.4486524248960793,0.06486502344881981,0.010257921001757568,-0.0334787170644335,0.06486502344881981,0.05248019449896645,0.04038406501694927,0.46500264896487037,0.08271368636694072,0.13675859140803648,0.1152595682917307,0.2684398009839743,0.4177394091199162,0.2221128092560005,0.0,8.0,0.06663384277680015
